Discogs_Artists,Discogs_Titles,Discogs_Labels,Discogs_Tags,Discogs_Countries,Discogs_Years,Discogs_Search_Filters,Discogs_Urls,Discogs_Formats,Discogs_Tracklist,Discogs_YouTube_Videos
Various,Medium Ambient Collection 2023,,,,,"style_exact, Ambient",https://discogs.com/release/29240149-Various-Medium-Ambient-Collection-2023,,,
Unknown Artist,Mystical Ocean CD,,,,,"style_exact, Ambient",https://discogs.com/release/29101180-Unknown-Artist-Mystical-Ocean-CD,,,
Andrew Liles,Interpolations,,,,,"style_exact, Ambient",https://discogs.com/release/29099026-Andrew-Liles-Interpolations,,,
Biosphere,Dropsonde,,,,,"style_exact, Ambient",https://discogs.com/release/29060305-Biosphere-Dropsonde,,,
Erothyme,Pinpoint Sol,,,,,"style_exact, Ambient",https://discogs.com/release/29013946-Erothyme-Pinpoint-Sol,,,
Dear Gravity + Salt Of The Sound,Before The Stars Have Left The Skies,,,,,"style_exact, Ambient",https://discogs.com/release/29003365-Dear-Gravity-Salt-Of-The-Sound-Before-The-Stars-Have-Left-The-Skies,,,
Torch Song,Toward The Unknown Region,,,,,"style_exact, Ambient",https://discogs.com/release/28987183-Torch-Song-Toward-The-Unknown-Region,,,
Rose ,Transference,,,,,"style_exact, Ambient",https://discogs.com/release/28986295-Rose-Transference,,,
Eisberg,I,,,,,"style_exact, Ambient",https://discogs.com/release/28978507-Eisberg-I,,,
Gazelle Twin,The Entire City,,,,,"style_exact, Ambient",https://discogs.com/release/29125735-Gazelle-Twin-The-Entire-City,,,
Zonevreemd + Sai ,To Stare Blankly In These Empty Spaces,,,,,"style_exact, Ambient",https://discogs.com/release/29080642-Zonevreemd-Sai-To-Stare-Blankly-In-These-Empty-Spaces,,,
Yikii,Black Hole Ringdown,,,,,"style_exact, Ambient",https://discogs.com/release/29001814-Yikii-Black-Hole-Ringdown,,,
Abigail Toll,Matrices of Vision,,,,,"style_exact, Ambient",https://discogs.com/release/29194540-Abigail-Toll-Matrices-of-Vision,,,
"Ram Dass, John Pattern, Liquid Bloom, The Human Experience ",Love Serve Remember Reimagined,,,,,"style_exact, Ambient",https://discogs.com/release/29178343-Ram-Dass-John-Pattern-Liquid-BloomHuman-Experience-Love-Serve-Remember-Reimagined,,,
Ice Planet 9000,The Helix V2 (Live Improvisation),,,,,"style_exact, Ambient",https://discogs.com/release/29178154-Ice-Planet-9000-The-Helix-V2-Live-Improvisation,,,
Precipitation,Scent of Lilac,,,,,"style_exact, Ambient",https://discogs.com/release/29162356-Precipitation-Scent-of-Lilac,,,
Blood Sigil,Ritual Bluff,,,,,"style_exact, Ambient",https://discogs.com/release/29157877-Blood-Sigil-Ritual-Bluff,,,
Zer0 れい,Ronse,,,,,"style_exact, Ambient",https://discogs.com/release/29146627-Zer0-%E3%82%8C%E3%81%84-Ronse,,,
Saenyo,Recorder,,,,,"style_exact, Ambient",https://discogs.com/release/29144728-Saenyo-Recorder,,,
Tal Fussman,The Fine Line in Between,,,,,"style_exact, Ambient",https://discogs.com/release/29138479-Tal-Fussman-The-Fine-Line-in-Between,,,
Clearfixsounds,Limbus Border Of Circles,,,,,"style_exact, Ambient",https://discogs.com/release/29129809-Clearfixsounds-Limbus-Border-Of-Circles,,,
Clearfixsounds,Treasures,,,,,"style_exact, Ambient",https://discogs.com/release/29129761-Clearfixsounds-Treasures,,,
Floating Tides,2023 Promo,,,,,"style_exact, Ambient",https://discogs.com/release/29123440-Floating-Tides-2023-Promo,,,
Threatening Reflections,Mosquito Larvae In The Birdbath,,,,,"style_exact, Ambient",https://discogs.com/release/29120896-Threatening-Reflections-Mosquito-Larvae-In-The-Birdbath,,,
Troy Schafer,Untitled No. 7,,,,,"style_exact, Ambient",https://discogs.com/release/29120851-Troy-Schafer-Untitled-No-7,,,
TAKENINAKE ALL-STARS,TAKENINAKE YEAR 2,,,,,"style_exact, Ambient",https://discogs.com/release/29117998-TAKENINAKE-ALL-STARS-TAKENINAKE-YEAR-2,,,
Various,Real Ibiza,,,,,"style_exact, Ambient",https://discogs.com/release/29103730-Various-Real-Ibiza,,,
Rozmazani,Hard Times,,,,,"style_exact, Ambient",https://discogs.com/release/28970983-Rozmazani-Hard-Times,,,
Sam ,Sun Melted My Soul,,,,,"style_exact, Ambient",https://discogs.com/release/29230657-Sam-Sun-Melted-My-Soul,,,
"Emmett E. Miller, M.D.*, Georgia Kelly",Rainbow Butterfly: Experimental Poetry And Music For Meditation,,,,,"style_exact, Ambient",https://discogs.com/release/29220427-Emmett-E-Miller-MD-Georgia-Kelly-Rainbow-Butterfly-Experimental-Poetry-And-Music-For-Meditation,,,
Supplement,Revision,,,,,"style_exact, Ambient",https://discogs.com/release/28991584-Supplement-Revision,,,
Tony Anderson ,Immanuel,,,,,"style_exact, Ambient",https://discogs.com/release/29222629-Tony-Anderson-Immanuel,,,
Desert Sand Feels Warm At Night,夜道 = Night Road,,,,,"style_exact, Ambient",https://discogs.com/release/29242858-Desert-Sand-Feels-Warm-At-Night-%E5%A4%9C%E9%81%93-Night-Road,,,
Стук Бамбука В XI Часов,Лёгкое Дело Холод,,,,,"style_exact, Ambient",https://discogs.com/release/29003458-%D0%A1%D1%82%D1%83%D0%BA-%D0%91%D0%B0%D0%BC%D0%B1%D1%83%D0%BA%D0%B0-%D0%92-XI-%D0%A7%D0%B0%D1%81%D0%BE%D0%B2-%D0%9B%D1%91%D0%B3%D0%BA%D0%BE%D0%B5-%D0%94%D0%B5%D0%BB%D0%BE-%D0%A5%D0%BE%D0%BB%D0%BE%D0%B4,,,
"Aires , Canadian Rifles","Sky​-​Wide, Fading",,,,,"style_exact, Ambient",https://discogs.com/release/29157169-Aires-3-Canadian-Rifles-Sky-Wide-Fading,,,
Various,Simply Meditation,,,,,"style_exact, Ambient",https://discogs.com/release/29142247-Various-Simply-Meditation,,,
Aitor Etxebarria,Hondar Ahoak (Soinu Banda Originala),,,,,"style_exact, Ambient",https://discogs.com/release/29115898-Aitor-Etxebarria-Hondar-Ahoak-Soinu-Banda-Originala,,,
The National Philharmonic Orchestra* / Leonard Slatkin,Music Excerpts From The Motion Picture The Exorcist,,,,,"style_exact, Ambient",https://discogs.com/release/29030284-The-National-Philharmonic-Orchestra-Leonard-Slatkin-Music-Excerpts-From-The-Motion-Picture-The-Exorc,,,
Hawthonn And Borehole ,Coil Covers Coven,,,,,"style_exact, Ambient",https://discogs.com/release/29025934-Hawthonn-And-Borehole-Coil-Covers-Coven,,,
Flutterwhat,Glistens [Bandcamp Version],,,,,"style_exact, Ambient",https://discogs.com/release/29014729-Flutterwhat-Glistens-Bandcamp-Version,,,
Simon Wester ,Waiting For You,,,,,"style_exact, Ambient",https://discogs.com/release/29011807-Simon-Wester-Waiting-For-You,,,
Salt Of The Sound,Through The Mist,,,,,"style_exact, Ambient",https://discogs.com/release/29009728-Salt-Of-The-Sound-Through-The-Mist,,,
Striborg,Forever Dark And Bitterly Cold,,,,,"style_exact, Ambient",https://discogs.com/release/28988290-Striborg-Forever-Dark-And-Bitterly-Cold,,,
Sevenism,Saline Celestial,,,,,"style_exact, Ambient",https://discogs.com/release/28979158-Sevenism-Saline-Celestial,,,
Various,Chill-out Session Vol. 4,,,,,"style_exact, Ambient",https://discogs.com/release/29143435-Various-Chill-out-Session-Vol-4,,,
Venus Volcanism,Tissue,,,,,"style_exact, Ambient",https://discogs.com/release/29141809-Venus-Volcanism-Tissue,,,
MidoriDa,Yesteryears,,,,,"style_exact, Ambient",https://discogs.com/release/29130427-MidoriDa-Yesteryears,,,
Various,The Interpretation of Dreams,,,,,"style_exact, Ambient",https://discogs.com/release/29096065-Various-The-Interpretation-of-Dreams,,,
Quantum Echo,Digital Stasis,,,,,"style_exact, Ambient",https://discogs.com/release/29077057-Quantum-Echo-Digital-Stasis,,,
Daryl Groetsch,Frozen Waste,,,,,"style_exact, Ambient",https://discogs.com/release/29074447-Daryl-Groetsch-Frozen-Waste,,,
"Colin Edwin, Robert Jürjendal",The Weight Of A Shadow,,,,,"style_exact, Ambient",https://discogs.com/release/29063407-Colin-Edwin-Robert-J%C3%BCrjendal-The-Weight-Of-A-Shadow,,,
Unknown Artist,Sounds Of the Sea,,,,,"style_exact, Ambient",https://discogs.com/release/29061232-Unknown-Artist-Sounds-Of-the-Sea,,,
Scott Lawlor,Only Time And Tears,,,,,"style_exact, Ambient",https://discogs.com/release/29186299-Scott-Lawlor-Only-Time-And-Tears,,,
Abu AMA + BedouinDrone,Dawlat L​ī​biyyā,,,,,"style_exact, Ambient",https://discogs.com/release/29184985-Abu-AMA-BedouinDrone-Dawlat-L%C4%ABbiyy%C4%81,,,
The Alan Parsons Project,Ammonia Avenue,,,,,"style_exact, Ambient",https://discogs.com/release/29158237-The-Alan-Parsons-Project-Ammonia-Avenue,,,
Jon And Vangelis*,Short Stories,,,,,"style_exact, Ambient",https://discogs.com/release/29202739-Jon-And-Vangelis-Short-Stories,,,
Mourning Souls,Just Another Sytrus Song,,,,,"style_exact, Ambient",https://discogs.com/release/29199331-Mourning-Souls-Just-Another-Sytrus-Song,,,
Triste Saison,Florilège,,,,,"style_exact, Ambient",https://discogs.com/release/29191486-Triste-Saison-Floril%C3%A8ge,,,
Bodiah,Soft Memory,,,,,"style_exact, Ambient",https://discogs.com/release/29016898-Bodiah-Soft-Memory,,,
Fripp & Eno,(No Pussyfooting),,,,,"style_exact, Ambient",https://discogs.com/release/29148484-Fripp-Eno-No-Pussyfooting,,,
Demon Grrl,Demon Grrl,,,,,"style_exact, Ambient",https://discogs.com/release/29222908-Demon-Grrl-Demon-Grrl-,,,
Benjamin Aït-Ali,Essai Sur Des Sons Oubliés,,,,,"style_exact, Ambient",https://discogs.com/release/29217502-Benjamin-A%C3%AFt-Ali-Essai-Sur-Des-Sons-Oubli%C3%A9s,,,
Stars Without Light,Beneath And Before,,,,,"style_exact, Ambient",https://discogs.com/release/29216767-Stars-Without-Light-Beneath-And-Before,,,
Hayk Karoyi,Under The Hot Sun,,,,,"style_exact, Ambient",https://discogs.com/release/29224717-Hayk-Karoyi-Under-The-Hot-Sun,,,
harmash*,resonant scapes,,,,,"style_exact, Ambient",https://discogs.com/release/29234947-harmash-resonant-scapes,,,
"Hypna, J-Shadow",A2I,,,,,"style_exact, Ambient",https://discogs.com/release/29067481-Hypna-J-Shadow-A2I,,,
Brueder Selke,Belka & Strelka,,,,,"style_exact, Ambient",https://discogs.com/release/29023729-Brueder-Selke-Belka-Strelka,,,
Yrii Samoilove,Knife Of The Day,,,,,"style_exact, Ambient",https://discogs.com/release/29141803-Yrii-Samoilove-Knife-Of-The-Day,,,
dip in the pool,Highwire Walker Instrumental Version,,,,,"style_exact, Ambient",https://discogs.com/release/29134009-dip-in-the-pool-Highwire-Walker-Instrumental-Version,,,
Various,Not A Minute Of Silence​.​.​. A Lifetime Of Struggle!,,,,,"style_exact, Ambient",https://discogs.com/release/29127382-Various-Not-A-Minute-Of-Silence-A-Lifetime-Of-Struggle,,,
Dis Och Dimma,I M​ö​rker Återfallen,,,,,"style_exact, Ambient",https://discogs.com/release/29124559-Dis-Och-Dimma-I-M%C3%B6rker-%C3%85terfallen,,,
Lila & Grün,Mistake Mixtape,,,,,"style_exact, Ambient",https://discogs.com/release/29098333-Lila-Gr%C3%BCn-Mistake-Mixtape,,,
Marie Wilhelmine Anders,Frozen Music,,,,,"style_exact, Ambient",https://discogs.com/release/29096797-Marie-Wilhelmine-Anders-Frozen-Music,,,
Various,Late Night Lounge,,,,,"style_exact, Ambient",https://discogs.com/release/29096770-Various-Late-Night-Lounge,,,
Robert Carty,Breathing Peace,,,,,"style_exact, Ambient",https://discogs.com/release/29051848-Robert-Carty-Breathing-Peace,,,
Lucifer ,Black Mass,,,,,"style_exact, Ambient",https://discogs.com/release/29025649-Lucifer-Black-Mass,,,
Ronce,Crève,,,,,"style_exact, Ambient",https://discogs.com/release/29101018-Ronce-Cr%C3%A8ve,,,
Guy Andrews,The View,,,,,"style_exact, Ambient",https://discogs.com/release/29131990-Guy-Andrews-The-View,,,
Nickolas Mohanna,Double Pendulum,,,,,"style_exact, Ambient",https://discogs.com/release/29147554-Nickolas-Mohanna-Double-Pendulum,,,
Dead Melodies,A Dark Ambient Christmas,,,,,"style_exact, Ambient",https://discogs.com/release/29116936-Dead-Melodies-A-Dark-Ambient-Christmas,,,
Saint Abdullah & Eomac,A Vow Not To Read,,,,,"style_exact, Ambient",https://discogs.com/release/29201392-Saint-Abdullah-Eomac-A-Vow-Not-To-Read-,,,
Mourning Souls,The End Of The Fucking World,,,,,"style_exact, Ambient",https://discogs.com/release/29199853-Mourning-Souls-The-End-Of-The-Fucking-World,,,
Mourning Souls,Space Drone,,,,,"style_exact, Ambient",https://discogs.com/release/29180179-Mourning-Souls-Space-Drone,,,
Manuel Carbone,Leipzig 21/10/23,,,,,"style_exact, Ambient",https://discogs.com/release/29171887-Manuel-Carbone-Leipzig-211023,,,
Vindkaldr,Abyssos Symphonia,,,,,"style_exact, Ambient",https://discogs.com/release/29170633-Vindkaldr-Abyssos-Symphonia-,,,
Lord Cernunnos,"Human Error, Filled In Blanks",,,,,"style_exact, Ambient",https://discogs.com/release/29169955-Lord-Cernunnos-Human-Error-Filled-In-Blanks,,,
Broussailles,Passage en terre nomade [Original Score],,,,,"style_exact, Ambient",https://discogs.com/release/29168764-Broussailles-Passage-en-terre-nomade-Original-Score,,,
Nautis,Aurora Channel,,,,,"style_exact, Ambient",https://discogs.com/release/29167498-Nautis-Aurora-Channel,,,
Dimitar Dodovski,Dérive,,,,,"style_exact, Ambient",https://discogs.com/release/29105638-Dimitar-Dodovski-D%C3%A9rive,,,
Enya,The Memory Of Trees,,,,,"style_exact, Ambient",https://discogs.com/release/29138464-Enya-The-Memory-Of-Trees,,,
Vangelis,The City,,,,,"style_exact, Ambient",https://discogs.com/release/29232364-Vangelis-The-City,,,
bm_128,A New EP in 2023,,,,,"style_exact, Ambient",https://discogs.com/release/29231776-bm_128-A-New-EP-in-2023,,,
Dirk Serries,The Disintegration Of Silence,,,,,"style_exact, Ambient",https://discogs.com/release/29224840-Dirk-Serries-The-Disintegration-Of-Silence,,,
Peter Glück ,Raumklänge,,,,,"style_exact, Ambient",https://discogs.com/release/29218423-Peter-Gl%C3%BCck-Raumkl%C3%A4nge,,,
DΛRKNΣSS,Echoes Of Crime,,,,,"style_exact, Ambient",https://discogs.com/release/29213026-D%CE%9BRKN%CE%A3SS-Echoes-Of-Crime,,,
drooee,Pipes,,,,,"style_exact, Ambient",https://discogs.com/release/29178832-drooee-Pipes,,,
Glacial Anatomy,The Star Whispers,,,,,"style_exact, Ambient",https://discogs.com/release/29160547-Glacial-Anatomy-The-Star-Whispers,,,
Hod ,Nature Protectors,,,,,"style_exact, Ambient",https://discogs.com/release/29158984-Hod-Nature-Protectors,,,
Often The Thinker,Sincere Insanity,,,,,"style_exact, Ambient",https://discogs.com/release/29151397-Often-The-Thinker-Sincere-Insanity,,,
Tengui,Transference,,,,,"style_exact, Ambient",https://discogs.com/release/29144104-Tengui-Transference,,,
Mourning Souls,Madrugada Tomada Pela Ins​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​ô​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​nia 5,,,,,"style_exact, Ambient",https://discogs.com/release/29131663-Mourning-Souls-Madrugada-Tomada-Pela-Ins%C3%B4nia-5,,,
Alphaxone,Texture Synthesis Vol.1,,,,,"style_exact, Ambient",https://discogs.com/release/29124100-Alphaxone-Texture-Synthesis-Vol1,,,
Vatican Shadow,Mural Of Saddam,,,,,"style_exact, Ambient",https://discogs.com/release/29121244-Vatican-Shadow-Mural-Of-Saddam,,,
Rainforest Spiritual Enslavement,Flying Fish Ambience,,,,,"style_exact, Ambient",https://discogs.com/release/29121052-Rainforest-Spiritual-Enslavement-Flying-Fish-Ambience,,,
ps,Enough Records Radio Show #093,,,,,"style_exact, Ambient",https://discogs.com/release/29101006-ps-Enough-Records-Radio-Show-093,,,
祭司,遠​​​く​​​離​​​れ​​​た,,,,,"style_exact, Ambient",https://discogs.com/release/29100634-%E7%A5%AD%E5%8F%B8-%E9%81%A0%E3%81%8F%E9%9B%A2%E3%82%8C%E3%81%9F,,,
Pat Moon,Push Forward,,,,,"style_exact, Ambient",https://discogs.com/release/29078056-Pat-Moon-Push-Forward,,,
Daryl Groetsch,Prophecy,,,,,"style_exact, Ambient",https://discogs.com/release/29074405-Daryl-Groetsch-Prophecy,,,
Masanori Nozawa,く​お​ん​の​あ​わ​い,,,,,"style_exact, Ambient",https://discogs.com/release/29066041-Masanori-Nozawa-%E3%81%8F%E3%81%8A%E3%82%93%E3%81%AE%E3%81%82%E3%82%8F%E3%81%84,,,
Joel P West,Short Term 12 = States Of Grace,,,,,"style_exact, Ambient",https://discogs.com/release/29035381-Joel-P-West-Short-Term-12-States-Of-Grace,,,
Martin H Unzon,A Great Guy,,,,,"style_exact, Ambient",https://discogs.com/release/29022166-Martin-H-Unzon-A-Great-Guy,,,
33per,Naviar Virtual XIII: 33per,,,,,"style_exact, Ambient",https://discogs.com/release/28978582-33per-Naviar-Virtual-XIII-33per,,,
Sciss,Igelfarn,,,,,"style_exact, Ambient",https://discogs.com/release/29201449-Sciss-Igelfarn,,,
pl8,Emerald Rings,,,,,"style_exact, Ambient",https://discogs.com/release/29189638-pl8-Emerald-Rings,,,
Counting Clouds,Dream Sequence,,,,,"style_exact, Ambient",https://discogs.com/release/29105986-Counting-Clouds-Dream-Sequence,,,
Mount Maxwell,Littlefolk,,,,,"style_exact, Ambient",https://discogs.com/release/29094523-Mount-Maxwell-Littlefolk,,,
Summer Recreation Camp,Cosmic Holiday,,,,,"style_exact, Ambient",https://discogs.com/release/29239723-Summer-Recreation-Camp-Cosmic-Holiday,,,
Niili,Drink My Blood​.​.​. Elizabeth B​á​thory,,,,,"style_exact, Ambient",https://discogs.com/release/29234392-Niili-Drink-My-Blood-Elizabeth-B%C3%A1thory,,,
Emil Rottmayer,Descend,,,,,"style_exact, Ambient",https://discogs.com/release/29223145-Emil-Rottmayer-Descend,,,
Daniel Pemberton,The Counselor (Original Motion Picture Soundtrack),,,,,"style_exact, Ambient",https://discogs.com/release/29147071-Daniel-Pemberton-The-Counselor-Original-Motion-Picture-Soundtrack,,,
Various,Pro Unlimited,,,,,"style_exact, Ambient",https://discogs.com/release/29109172-Various-Pro-Unlimited,,,
Matteo Meise,Occhio Lounge Volume Four,,,,,"style_exact, Ambient",https://discogs.com/release/29064358-Matteo-Meise-Occhio-Lounge-Volume-Four,,,
James Murray ,Killing Ghosts,,,,,"style_exact, Ambient",https://discogs.com/release/29062948-James-Murray-Killing-Ghosts,,,
Iceboy Violet,Drown 2 Float,,,,,"style_exact, Ambient",https://discogs.com/release/29037661-Iceboy-Violet-Drown-2-Float,,,
Martin H Unzon,Chicago,,,,,"style_exact, Ambient",https://discogs.com/release/29022154-Martin-H-Unzon-Chicago,,,
Manja Ristić,Rings Of Water,,,,,"style_exact, Ambient",https://discogs.com/release/29006452-Manja-Risti%C4%87-Rings-Of-Water,,,
Mick Chillage,Abandoned Memories,,,,,"style_exact, Ambient",https://discogs.com/release/29001247-Mick-Chillage-Abandoned-Memories,,,
Os Reis Do Batuque,Batucada N° 4,,,,,"style_exact, Ambient",https://discogs.com/release/28997776-Os-Reis-Do-Batuque-Batucada-N-4,,,
Simon McCorry,Song Lines,,,,,"style_exact, Ambient",https://discogs.com/release/28979209-Simon-McCorry-Song-Lines,,,
Wide Color,W I D E C O L O R,,,,,"style_exact, Ambient",https://discogs.com/release/28978855-Wide-Color-W-I-D-E-C-O-L-O-R,,,
Ser ,Elope And Forgotten,,,,,"style_exact, Ambient",https://discogs.com/release/29186782-Ser-Elope-And-Forgotten,,,
Mourning Souls,Ambient,,,,,"style_exact, Ambient",https://discogs.com/release/29213080-Mourning-Souls-Ambient,,,
Vatican Shadow,Media In The Service Of Terror,,,,,"style_exact, Ambient",https://discogs.com/release/29121307-Vatican-Shadow-Media-In-The-Service-Of-Terror,,,
Jean-Michel Jarre,Zoolook,,,,,"style_exact, Ambient",https://discogs.com/release/29099536-Jean-Michel-Jarre-Zoolook,,,
A5,Parti Butane,,,,,"style_exact, Ambient",https://discogs.com/release/28989766-A5-Parti-Butane,,,
Zero Cult,Imagine Paradox,,,,,"style_exact, Ambient",https://discogs.com/release/29231527-Zero-Cult-Imagine-Paradox,,,
Fields We Found,Looking Beyond The Trees (A Home Normal Label Mix),,,,,"style_exact, Ambient",https://discogs.com/release/29231362-Fields-We-Found-Looking-Beyond-The-Trees-A-Home-Normal-Label-Mix,,,
K-Limov,Le F​é​tichisme De La Marchandise,,,,,"style_exact, Ambient",https://discogs.com/release/29228869-K-Limov-Le-F%C3%A9tichisme-De-La-Marchandise,,,
TheAdelaidean,Going Home The Long Way Around (A Collection),,,,,"style_exact, Ambient",https://discogs.com/release/29222035-TheAdelaidean-Going-Home-The-Long-Way-Around-A-Collection,,,
Graffiti Mechanism,Nebulonic,,,,,"style_exact, Ambient",https://discogs.com/release/29218804-Graffiti-Mechanism-Nebulonic-,,,
Aloe Vera,"ou Know, My Heart Is in a Thousand Pieces a Day",,,,,"style_exact, Ambient",https://discogs.com/release/28976989-Aloe-Vera-ou-Know-My-Heart-Is-in-a-Thousand-Pieces-a-Day,,,
"corporatE unclE, Xqui, Scott Crow",Botany Illusion Reverberations,,,,,"style_exact, Ambient",https://discogs.com/release/29150458-corporatE-unclE-Xqui-Scott-Crow-Botany-Illusion-Reverberations,,,
Max Folder,The Riddle of July 13 / Загадка 13 Июля,,,,,"style_exact, Ambient",https://discogs.com/release/29114722-Max-Folder-The-Riddle-of-July-13-%D0%97%D0%B0%D0%B3%D0%B0%D0%B4%D0%BA%D0%B0-13-%D0%98%D1%8E%D0%BB%D1%8F,,,
Gnawed,Field Drift,,,,,"style_exact, Ambient",https://discogs.com/release/29113669-Gnawed-Field-Drift,,,
Various,Stanley Kubrick's Clockwork Orange,,,,,"style_exact, Ambient",https://discogs.com/release/29094094-Various-Stanley-Kubricks-Clockwork-Orange,,,
